singer_id,gender,vowel,meanRmsDb,rmsConsistency,dynamicRangeDb,durationSec,attackLatencyMs,precisionCents,stabilityCents,rangeMinMidi,rangeMaxMidi,rangeSpanSemitones,weak_G1,weak_G2,weak_G3,weak_G4,weak_G5
female4,F,A,-31.67248916625977,20.777246475219727,62.155235290527344,2.3000000000000003,70.96749811035498,16.866268988245448,5.918595876896254,58.40130486581048,74.63937904318189,16.238074177371416,0,0,0,0,0
female4,F,E,-34.80605697631836,18.79599380493164,57.10997772216797,2.9499999999999997,127.3544973544975,30.37096035724809,9.62294957129812,58.94162785758416,74.32079792679176,15.379170069207596,0,0,0,0,0
female4,F,I,-31.688003540039062,18.920148849487305,62.155235290527344,2.716666666666667,101.93499622071025,38.87948015180543,6.519105289021478,58.54322954909004,74.79139404976345,16.24816450067342,0,0,0,0,0
female4,F,O,-30.233078002929688,18.59164428710937,58.56877899169922,2.816666666666667,116.45124716553256,36.67169299693119,8.616147523964791,59.48868271455253,74.86973536727125,15.381052652718717,0,0,0,0,0
female4,F,U,-33.172950744628906,17.467592239379883,58.52830123901367,3.016666666666666,121.98412698412704,31.234144331760938,7.2063211836900924,59.279780401637865,74.32236868362337,15.042588281985502,0,0,0,0,0
female5,F,A,-27.342498779296875,26.95887756347656,73.75727081298828,3.0,107.71730914588078,26.16232052981933,12.123457931855942,59.408818403192576,78.82213977241793,19.41332136922535,0,0,0,0,0
female5,F,E,-30.750080108642575,26.896657943725582,71.7129135131836,3.5666666666666664,75.22675736961443,14.045073271769466,8.648343370243394,59.39384937294186,78.99405092867151,19.60020155572965,0,0,0,0,0
female5,F,I,-29.860828399658203,26.0992431640625,75.83671569824219,3.3166666666666664,102.93650793650804,20.474231375909746,5.964170219347697,59.33211801618744,79.24181613426842,19.90969811808097,0,0,0,0,0
female5,F,O,-30.19061851501465,27.132003784179688,76.21414947509766,3.1666666666666665,93.10657596371924,29.10559697441941,10.947382071380147,59.51540331297393,77.96977265428907,18.454369341315143,0,0,0,0,0
female5,F,U,-33.23830032348633,25.10950088500977,76.59705352783203,3.1666666666666665,109.48601662887388,25.51326026108148,10.149189366602556,59.01485280809455,78.68605997023755,19.67120716214301,0,0,0,0,0
female6,F,A,-36.31355667114258,13.143548965454102,79.07765197753906,2.2,172.47165532879808,21.17782345560132,8.162581241587437,59.21327238692837,79.27192177422437,20.058649387296,0,0,0,0,0
female6,F,E,-31.361989974975582,15.019319534301758,75.28846740722656,1.966666666666667,148.68480725623567,23.813947285833763,7.606580037004829,59.149557161648666,79.05161581725521,19.902058655606545,0,0,0,0,0
female6,F,I,-30.26499938964844,14.749579429626465,72.73426818847656,2.0499999999999994,154.78458049886635,25.610577524713957,7.566621141696133,58.83808326141603,78.86742401280645,20.02934075139042,0,0,0,0,0
female6,F,O,-30.46426773071289,14.585308074951172,77.39349365234375,2.016666666666667,82.41496598639458,27.924925187943558,10.33264251833698,59.21837402283627,79.25021374169594,20.031839718859672,0,0,0,0,0
female6,F,U,-30.251352310180664,14.382155418395996,79.95421600341797,2.0166666666666666,181.56462585033992,31.565313201918123,6.878189464632842,59.34075335189256,79.61782617671952,20.27707282482696,0,0,0,0,0
female7,F,A,-23.46748161315918,19.892860412597656,70.01177215576172,1.75,70.8049886621315,16.20991844943407,13.052508696941445,58.71567005978909,79.109934943322,20.394264883532912,0,0,0,0,0
female7,F,E,-23.366567611694336,20.282175064086918,70.14966583251953,1.6166666666666665,100.37792894935738,16.290600408168945,10.044290318005975,58.91839789412383,79.21945810088812,20.30106020676429,0,0,0,0,0
female7,F,I,-23.48871612548828,20.036544799804688,67.27845764160156,1.6666666666666667,95.8843537414964,22.38488714144757,10.822698950956784,58.63155749166996,79.3906331341156,20.759075642445644,0,0,0,0,0
female7,F,O,-22.124061584472656,21.357202529907227,67.2101058959961,1.6,156.1375661375661,27.14257721673538,8.412348133803315,59.89937111684097,79.00671259798898,19.10734148114801,0,0,0,0,0
female7,F,U,-24.204612731933597,21.381641387939453,69.25791931152344,1.4333333333333331,99.35752078609232,41.1492493880408,6.425289046976495,60.01464627160776,79.49972439204255,19.485078120434792,0,0,0,0,0
female8,F,A,-26.274747848510746,17.19075584411621,70.00639343261719,4.3500000000000005,105.62358276644,17.53207077821173,8.776816779877999,58.841966144747495,79.15150913101262,20.30954298626512,0,0,0,0,0
female8,F,E,-24.28498077392578,15.875486373901367,63.42791366577149,3.6,73.74149659863953,12.898715330978147,8.267456310440812,59.426271622270406,79.29657747163694,19.87030584936653,0,0,0,0,0
female8,F,I,-25.15023231506348,15.330398559570312,62.76487350463867,3.75,78.88888888888904,16.717075641250787,8.737933440527561,59.12649753719009,79.67821605207138,20.551718514881287,0,0,0,0,0
female8,F,O,-27.012937545776367,17.004653930664062,68.79253387451172,3.683333333333333,92.82312925170056,11.34837546095874,7.334803085884836,59.550404792938906,79.5577257348784,20.007320941939497,0,0,0,0,0
female8,F,U,-27.79220962524414,16.641963958740234,64.0357894897461,3.916666666666668,114.26303854875296,11.740868069102552,8.487751757913708,59.2325825302504,79.82174137290178,20.589158842651383,0,0,0,0,0
female9,F,A,-30.27566719055176,10.297324180603027,65.39697265625,2.083333333333333,62.40929705215419,23.41101835866838,6.67041483393675,59.2768702585948,79.60088859323848,20.32401833464368,0,0,0,0,0
female9,F,E,-35.00969696044922,11.905261039733888,66.57154846191406,2.466666666666667,120.21541950113355,29.631809036543675,9.264165373479186,59.16710908316888,79.57270605304716,20.405596969878275,0,0,0,0,0
female9,F,I,-36.84801864624024,10.240757942199709,73.19515228271484,2.3000000000000003,163.2426303854875,38.1490143288801,8.15223052919468,59.5732194317591,79.8375260572964,20.2643066255373,0,0,0,0,0
female9,F,O,-35.27103042602539,11.29665184020996,63.3444938659668,2.316666666666667,172.9251700680271,31.897557012033957,9.96993042729954,59.86935784543128,79.30132093504749,19.431963089616204,0,0,0,0,0
female9,F,U,-35.249473571777344,10.271428108215332,63.85025787353516,2.266666666666667,147.04459561602414,34.37832748826645,7.242784351958637,59.84485900798969,79.83729458038582,19.99243557239613,0,0,0,0,0
male1,M,A,-39.59107208251953,12.560081481933594,59.71333312988281,3.0333333333333337,158.93424036281186,40.85866221577337,12.417476730323058,45.26079050532621,68.99269007019883,23.73189956487262,0,0,0,0,0
male1,M,E,-34.032833099365234,15.944045066833496,53.858158111572266,2.966666666666667,191.12622826908523,39.34447033646829,10.361962706505432,45.50189085751481,67.37626128453718,21.87437042702237,0,0,0,0,0
male1,M,I,-40.23413848876953,14.40904712677002,52.720977783203125,2.7833333333333337,115.36659108087662,38.7458168843761,8.650636547363442,45.82498804039143,67.84208408670776,22.017096046316333,0,0,0,0,0
male1,M,O,-39.44229888916016,13.516980171203612,59.537696838378906,2.866666666666667,102.76643990929703,36.85943787847957,12.804106529039544,46.04846851209324,67.78551270737672,21.737044195283488,0,0,0,0,0
male1,M,U,-36.78126525878906,14.59025764465332,78.83309173583984,2.65,118.86621315192764,41.42081426685603,11.784712901486555,45.645608329247096,67.61206019071653,21.96645186146944,0,0,0,0,0
male10,M,A,-28.159799575805664,13.149643898010254,51.91275787353516,2.2500000000000004,65.55555555555546,23.949392895466733,19.051440355969824,45.364401391392605,67.57494275456266,22.21054136317005,0,0,0,0,0
male10,M,E,-29.78106689453125,13.233114242553713,50.35079956054688,1.9166666666666667,168.14058956916094,21.78374475173586,10.277131036194444,45.8960517585419,66.91889960073125,21.02284784218935,0,0,0,0,0
male10,M,I,-30.6496524810791,12.036744117736816,54.7631721496582,2.0500000000000003,148.51473922902505,19.121273587103182,10.884570820781422,46.32040290555072,66.96979468007687,20.64939177452616,0,0,0,0,0
male10,M,O,-28.57927131652832,13.990802764892578,51.63144302368164,1.8333333333333333,196.46258503401373,27.80216646701768,17.09949793490771,46.228687305855786,68.16191511792083,21.93322781206504,0,0,0,0,0
male10,M,U,-34.718997955322266,11.451126098632812,81.06570434570312,1.8833333333333333,118.06500377928955,16.920969484332765,15.103571662365914,46.61399330290644,67.90435100113521,21.29035769822877,0,0,0,0,0
male11,M,A,-26.65412139892578,17.643001556396484,56.54653549194336,1.816666666666667,103.94557823129264,24.72567525850866,19.017885053212662,46.08766022166601,67.44568071783422,21.35802049616821,0,0,0,0,0
male11,M,E,-27.285919189453125,16.99312400817871,53.50887298583984,1.9,152.02569916855603,27.251220832915788,16.550580101199497,45.67481965190999,67.64914840293244,21.97432875102245,0,0,0,0,0
male11,M,I,-29.55988883972168,15.43535327911377,55.490196228027344,1.916666666666667,175.3590325018897,26.948824223977315,18.19333097537642,46.485024113141655,67.4308381351157,20.94581402197405,0,0,0,0,0
male11,M,O,-31.503250122070312,14.819464683532717,51.51764297485352,1.9333333333333336,104.67876039304616,34.38786163363547,21.020565164171494,46.602730507886,68.12659795757793,21.52386744969193,0,0,0,0,0
male11,M,U,-35.633636474609375,13.74138069152832,51.80120086669922,1.9000000000000004,107.5056689342402,34.56542520354549,15.466840649376866,46.66028467047514,67.7213465950193,21.061061924544155,0,0,0,0,0
male2,M,A,-22.224021911621094,20.680273056030277,57.89482879638672,1.5166666666666668,62.819349962206864,26.29141864917016,16.374228302199327,46.9300662811989,67.0692916556826,20.1392253744837,0,0,0,0,0
male2,M,E,-27.772071838378903,19.23561286926269,55.53279495239258,2.3166666666666664,104.9130763416476,31.3276909224878,16.676292925152435,47.95613097163171,67.06110376277348,19.104972791141776,0,0,0,0,0
male2,M,I,-31.48428726196289,17.141855239868164,59.14739227294922,2.316666666666667,88.86621315192723,33.40341228430462,19.76010791056325,47.46098051945884,67.26371842400407,19.802737904545232,0,0,0,0,0
male2,M,O,-40.97593307495117,12.242565155029297,47.714351654052734,1.9166666666666667,94.6787603930462,30.371468891141824,20.052463845798474,47.41792870181891,68.02360297454582,20.605674272726915,0,0,0,0,0
male2,M,U,-40.18697738647461,13.642251014709473,51.35069274902344,2.1333333333333333,67.22600151171561,29.71143412582617,15.154404643300175,47.81844598636524,67.41107213317511,19.59262614680987,0,0,0,0,0
male3,M,A,-30.15831756591797,16.236974716186523,65.79574584960938,3.266666666666666,116.45502645502587,32.50801814122072,10.470811350660538,46.31167113378607,65.93976850724803,19.62809737346196,0,0,0,0,0
male3,M,E,-31.71915054321289,16.677234649658203,54.89341735839844,2.8833333333333333,125.03401360544194,28.81863407738344,17.550564254597365,46.56857690663844,66.66046025922681,20.09188335258837,0,0,0,0,0
male3,M,I,-31.62269592285156,16.405216217041016,52.39521789550781,3.216666666666667,119.33484504913078,39.637869306855336,10.825283075065132,46.00789225202959,69.10605089260133,23.098158640571747,0,0,0,0,0
male3,M,O,-29.130672454833984,17.143901824951172,60.02328109741211,3.266666666666666,133.80196523053667,38.03813425774292,14.37548579156408,46.59475536719202,69.34676099603544,22.75200562884342,0,0,0,0,0
male3,M,U,-29.5081729888916,16.60840606689453,59.30194091796875,3.466666666666667,113.74149659863944,36.333837884591134,14.788310721673792,46.70693519112488,67.39205405555643,20.685118864431544,0,0,0,0,0
male4,M,A,-28.792739868164062,20.24440193176269,61.15599060058594,1.9666666666666668,79.71277399848816,22.645305175736155,14.03658436018238,46.95335625874034,66.9960168936424,20.042660634902063,0,0,0,0,0
male4,M,E,-31.98703384399414,19.86170196533203,54.18855667114258,2.5000000000000004,107.2675736961448,18.95655996398115,8.895589936927301,46.52693153096912,67.54012899918891,21.013197468219783,0,0,0,0,0
male4,M,I,-37.45912551879883,17.701862335205078,50.01933670043945,1.7833333333333334,104.51247165532872,12.003703469403678,9.040294935845518,46.59440665165558,66.86585102158578,20.2714443699302,0,0,0,0,0
male4,M,O,-31.454856872558597,18.60375213623047,54.48567962646485,1.9166666666666667,58.01209372637953,20.491646750087437,11.655951615819976,46.63832654684532,67.44837367046006,20.810047123614737,0,0,0,0,0
male4,M,U,-33.33052062988281,18.35012626647949,53.75236892700195,1.6000000000000003,81.90476190476157,15.44681044715204,8.549218652892874,46.34414352811897,66.87597750034094,20.531833972221968,0,0,0,0,0
male5,M,A,-32.26866149902344,13.161698341369627,56.76399993896485,2.65,63.56009070294798,24.357798826805947,18.05456796489154,44.20347027454593,67.706220733498,23.50275045895207,0,0,0,0,0
male5,M,E,-33.058555603027344,13.530447959899902,56.25248718261719,2.4,68.32955404383979,23.988757102212432,9.462601123932467,46.053678769472455,67.44841535590874,21.39473658643628,0,0,0,0,0
male5,M,I,-36.92697525024414,8.443739891052246,47.75554275512695,2.4,74.58049886621315,25.99382547485912,11.69628000150733,44.496172915531126,67.45733209545283,22.9611591799217,0,0,0,0,0
male5,M,O,-32.68910217285156,11.30823040008545,55.15273284912109,2.583333333333333,142.199546485261,19.24751654780833,9.046372915533636,46.474830978776005,67.91095267642163,21.436121697645625,0,0,0,0,0
male5,M,U,-36.20827865600586,10.402914047241213,50.91583633422852,3.1666666666666665,123.06122448979596,26.96383681230197,13.069794555944302,44.697652286320334,68.16570050717911,23.468048220858776,0,0,0,0,0
male6,M,A,-27.060466766357425,17.650049209594727,55.509307861328125,3.4166666666666665,119.18367346938771,28.25443494914603,9.559905210210257,47.38856274882649,67.65433746099097,20.26577471216449,0,0,0,0,0
male6,M,E,-27.91927719116211,16.43194007873535,54.61160659790039,3.35,104.54270597127788,21.49862872011201,5.550774348824586,48.055898920485554,67.83412139863908,19.77822247815353,0,0,0,0,0
male6,M,I,-27.404083251953125,18.87707901000977,53.162628173828125,3.1,109.56916099773274,17.86129827457499,8.214943353646616,47.89702576866398,68.65851090262646,20.76148513396248,0,0,0,0,0
male6,M,O,-29.750844955444336,16.86821746826172,53.36369323730469,3.016666666666667,112.22222222222224,14.299308446751567,5.678069004238576,47.57981183435717,68.24810975546403,20.668297921106856,0,0,0,0,0
male6,M,U,-30.080013275146484,17.170148849487305,54.12522506713867,3.116666666666666,90.9221466364321,13.9087977161582,5.63952333111834,48.238573332886574,68.60499914927175,20.36642581638517,0,0,0,0,0
male7,M,A,-21.778339385986328,10.645487785339355,65.31356811523438,3.15,67.46031746031747,26.19697617568295,8.562813094917539,46.06397374823257,65.80619847723564,19.74222472900307,0,0,0,0,0
male7,M,E,-21.744335174560547,12.92715072631836,66.10392761230469,2.6500000000000004,125.7482993197278,18.656717593562668,14.181455282276804,45.87122085063963,66.98137386737852,21.11015301673889,0,0,0,0,0
male7,M,I,-30.09850311279297,8.623489379882812,51.1728401184082,3.216666666666667,124.8072562358277,16.78532239304342,17.141192601217583,46.48068673433718,68.00332264077315,21.52263590643597,0,0,0,0,0
male7,M,O,-23.23601531982422,13.178814888000488,64.79608917236328,2.533333333333333,117.55102040816315,27.41788885321701,15.255422591019896,46.88309632812512,67.30754133245951,20.424445004334387,0,0,0,0,0
male7,M,U,-31.93914031982422,9.386258125305176,58.04814529418945,2.933333333333333,92.57369614512471,19.09920089526975,13.2552188982802,46.430474099767416,67.6121556309593,21.18168153119188,0,0,0,0,0
male8,M,A,-27.81034278869629,16.12108612060547,63.021610260009766,2.8833333333333333,62.66061980347691,27.91310008814265,9.619663103306932,46.807968386433885,54.7868301069706,7.978861720536713,0,0,0,0,0
male8,M,E,-28.56281089782715,14.881303787231444,54.37222290039063,2.833333333333333,116.55328798185931,16.449441059434786,10.262434257367971,47.22699975704198,55.373508315348296,8.146508558306316,0,0,0,0,0
male8,M,I,-31.7548828125,13.716208457946776,52.58275985717773,2.6333333333333333,202.4792139077855,14.25766454851268,7.046481437909972,47.75987074088801,56.54389378883609,8.784023047948075,0,0,0,0,0
male8,M,O,-32.289588928222656,13.487785339355469,57.21296691894531,2.6,121.12622826908522,26.10549720409799,9.381562103245606,47.53644459820154,56.18710565497848,8.650661056776933,0,0,0,0,0
male8,M,U,-31.47856712341309,11.667876243591309,56.04801940917969,2.6,105.64625850340144,23.05072016514965,9.090599423281375,47.75946120491465,56.44974962543652,8.690288420521867,0,0,0,0,0
male9,M,A,-21.892417907714844,10.11687469482422,59.34185409545898,3.4000000000000004,245.3174603174601,24.33016408871871,13.405824064679573,58.88874600714417,66.20693292001253,7.318186912868363,0,0,0,0,0
male9,M,E,-33.34273910522461,8.524068832397461,46.74382019042969,2.35,181.67800453514727,36.14183435386949,11.162271888326543,58.62659094743442,66.75261022667748,8.126019279243053,0,0,0,0,0
male9,M,I,-33.33624267578125,8.618988990783691,49.044578552246094,2.283333333333333,122.58503401360544,23.122174258859356,11.66891742801659,58.62011936400135,66.79750667069034,8.177387306688992,0,0,0,0,0
male9,M,O,-26.7117977142334,11.103875160217283,59.05767822265625,2.433333333333333,207.67195767195756,27.127778179913665,14.48443725987836,59.30285920308303,66.55672537575923,7.253866172676197,0,0,0,0,0
male9,M,U,-30.49308967590332,9.414628028869627,50.4653549194336,2.5000000000000004,145.46485260770956,27.598647343262066,11.969436395252377,58.7928121537563,66.72094221476061,7.92813006100431,0,0,0,0,0
