singer_id,gender,vowel,meanRmsDb,rmsConsistency,dynamicRangeDb,durationSec,attackLatencyMs,precisionCents,stabilityCents,rangeMinMidi,rangeMaxMidi,rangeSpanSemitones,vibratoRateHz,vibratoDepthCents
female8,F,I,-25.150232315063477,15.330398559570312,62.76487350463867,3.7499999999999996,78.88888888888904,16.717075641250787,8.737933440527561,59.12649753719009,79.67821605207138,20.551718514881287,6.351930769300623,147.16722217048002
female8,F,O,-27.012937545776367,17.004653930664062,68.79253387451172,3.683333333333333,92.82312925170055,11.348375460958739,7.334803085884836,59.550404792938906,79.5577257348784,20.007320941939497,6.754491785920627,142.6068789762448
female8,F,U,-27.79220962524414,16.641963958740234,64.0357894897461,3.916666666666668,114.26303854875295,11.740868069102552,8.487751757913708,59.2325825302504,79.82174137290178,20.589158842651386,6.090055455380528,163.63199826624455
female9,F,A,-30.275667190551758,10.297324180603027,65.39697265625,2.0833333333333335,62.40929705215419,23.41101835866838,6.67041483393675,59.2768702585948,79.60088859323848,20.324018334643682,7.235838223793955,147.99812952430017
female9,F,E,-35.00969696044922,11.905261039733887,66.57154846191406,2.466666666666667,120.21541950113357,29.631809036543675,9.264165373479186,59.16710908316888,79.57270605304716,20.405596969878275,7.29143192739684,171.68692744173933
female9,F,I,-36.848018646240234,10.240757942199707,73.19515228271484,2.3000000000000003,163.2426303854875,38.1490143288801,8.15223052919468,59.5732194317591,79.8375260572964,20.2643066255373,6.778559927135585,177.49410594544847
female9,F,O,-35.27103042602539,11.296651840209961,63.3444938659668,2.316666666666667,172.9251700680271,31.897557012033953,9.96993042729954,59.86935784543128,79.30132093504749,19.431963089616204,9.213746779536246,130.01171606701843
female9,F,U,-35.249473571777344,10.271428108215332,63.850257873535156,2.266666666666667,147.04459561602414,34.37832748826645,7.242784351958637,59.84485900798969,79.83729458038582,19.992435572396126,8.4716938000628,139.9782999494481
male1,M,A,-39.59107208251953,12.560081481933594,59.71333312988281,3.0333333333333337,158.93424036281186,40.85866221577337,12.417476730323058,45.26079050532621,68.99269007019883,23.73189956487262,4.832904942279945,155.59379316654793
male1,M,E,-34.032833099365234,15.944045066833496,53.858158111572266,2.966666666666667,191.12622826908523,39.344470336468284,10.361962706505432,45.50189085751481,67.37626128453718,21.87437042702237,6.2527887966484474,145.52626838007777
male1,M,I,-40.23413848876953,14.40904712677002,52.720977783203125,2.7833333333333337,115.36659108087662,38.7458168843761,8.650636547363442,45.824988040391425,67.84208408670776,22.017096046316333,4.70449141501773,163.96964802913203
male1,M,O,-39.442298889160156,13.516980171203613,59.537696838378906,2.866666666666667,102.76643990929703,36.85943787847957,12.804106529039544,46.04846851209324,67.78551270737672,21.737044195283488,5.6357927786499165,174.6902971460712
male1,M,U,-36.78126525878906,14.59025764465332,78.83309173583984,2.65,118.86621315192764,41.42081426685603,11.784712901486557,45.645608329247096,67.61206019071653,21.966451861469437,4.88095238095238,217.53858452685543
male10,M,A,-28.159799575805664,13.149643898010254,51.912757873535156,2.2500000000000004,65.55555555555546,23.949392895466733,19.051440355969824,45.364401391392605,67.57494275456266,22.21054136317005,4.323361823361827,60.83100162686392
male10,M,E,-29.78106689453125,13.233114242553711,50.350799560546875,1.9166666666666667,168.14058956916094,21.78374475173586,10.277131036194444,45.8960517585419,66.91889960073125,21.02284784218935,6.826563958916901,165.41309040940533
male10,M,I,-30.6496524810791,12.036744117736816,54.7631721496582,2.0500000000000003,148.51473922902505,19.121273587103186,10.884570820781422,46.320402905550715,66.96979468007687,20.64939177452616,7.398473878406981,137.02034987541995
male10,M,O,-28.57927131652832,13.990802764892578,51.63144302368164,1.8333333333333333,196.46258503401373,27.80216646701768,17.09949793490771,46.228687305855786,68.16191511792083,21.93322781206504,6.462704379997609,148.56317361757775
male10,M,U,-34.718997955322266,11.451126098632812,81.06570434570312,1.8833333333333335,118.06500377928955,16.920969484332765,15.103571662365914,46.61399330290644,67.90435100113521,21.290357698228775,8.333078958078955,131.6217149582639
male11,M,A,-26.65412139892578,17.643001556396484,56.54653549194336,1.816666666666667,103.94557823129263,24.72567525850866,19.017885053212666,46.08766022166601,67.44568071783422,21.35802049616821,5.160286336756926,159.3216324734191
male11,M,E,-27.285919189453125,16.99312400817871,53.508872985839844,1.9000000000000001,152.02569916855603,27.251220832915788,16.550580101199497,45.674819651909985,67.64914840293244,21.974328751022455,5.02215878376869,126.76812202010424
male11,M,I,-29.55988883972168,15.43535327911377,55.490196228027344,1.916666666666667,175.3590325018897,26.948824223977315,18.19333097537642,46.485024113141655,67.4308381351157,20.94581402197405,5.695526281516236,128.85801906932946
male11,M,O,-31.503250122070312,14.819464683532715,51.517642974853516,1.9333333333333336,104.67876039304615,34.38786163363547,21.020565164171494,46.602730507885994,68.12659795757793,21.523867449691934,5.185185185185187,177.96550292781725
male11,M,U,-35.633636474609375,13.74138069152832,51.80120086669922,1.9000000000000004,107.5056689342402,34.56542520354549,15.466840649376866,46.66028467047514,67.7213465950193,21.061061924544155,5.37037037037037,183.39421685898833
male2,M,A,-22.224021911621094,20.680273056030273,57.89482879638672,1.5166666666666668,62.819349962206864,26.29141864917016,16.374228302199327,46.930066281198904,67.0692916556826,20.1392253744837,6.207388459602984,164.2389210577114
male2,M,E,-27.772071838378906,19.235612869262695,55.53279495239258,2.3166666666666664,104.9130763416476,31.327690922487797,16.676292925152435,47.95613097163171,67.06110376277348,19.104972791141776,6.730343393806371,118.70972194933525
male2,M,I,-31.48428726196289,17.141855239868164,59.14739227294922,2.316666666666667,88.86621315192723,33.40341228430462,19.760107910563246,47.460980519458836,67.26371842400407,19.802737904545232,4.442033687240764,160.06178765958703
male2,M,O,-40.97593307495117,12.242565155029297,47.714351654052734,1.9166666666666667,94.6787603930462,30.371468891141824,20.052463845798474,47.41792870181891,68.02360297454582,20.605674272726915,4.848484848484849,205.87367593466152
male2,M,U,-40.18697738647461,13.642251014709473,51.35069274902344,2.1333333333333333,67.22600151171561,29.711434125826166,15.154404643300177,47.81844598636524,67.41107213317511,19.59262614680987,4.703243616287094,174.985115126344
male3,M,A,-30.15831756591797,16.236974716186523,65.79574584960938,3.266666666666666,116.45502645502587,32.50801814122072,10.470811350660538,46.31167113378607,65.93976850724803,19.628097373461962,5.555342337238274,106.25576396272223
male3,M,E,-31.71915054321289,16.677234649658203,54.89341735839844,2.8833333333333333,125.03401360544194,28.818634077383436,17.550564254597365,46.56857690663844,66.66046025922681,20.09188335258837,5.540886082035933,162.22503300014185
male3,M,I,-31.622695922851562,16.405216217041016,52.39521789550781,3.216666666666667,119.33484504913078,39.637869306855336,10.825283075065133,46.007892252029585,69.10605089260133,23.098158640571747,6.987763686189542,120.73811838362758
male3,M,O,-29.130672454833984,17.143901824951172,60.02328109741211,3.266666666666666,133.80196523053667,38.03813425774292,14.375485791564081,46.59475536719202,69.34676099603544,22.75200562884342,5.825547002017591,260.40284503655755
male3,M,U,-29.5081729888916,16.60840606689453,59.30194091796875,3.466666666666667,113.74149659863944,36.333837884591134,14.788310721673792,46.706935191124884,67.39205405555643,20.685118864431544,5.868055555555555,164.28578400984506
male4,M,A,-28.792739868164062,20.244401931762695,61.15599060058594,1.9666666666666668,79.71277399848816,22.645305175736155,14.03658436018238,46.95335625874034,66.9960168936424,20.042660634902063,4.998086062334655,180.61454196930558
male4,M,E,-31.98703384399414,19.86170196533203,54.18855667114258,2.5000000000000004,107.26757369614481,18.95655996398115,8.895589936927301,46.52693153096912,67.54012899918891,21.013197468219786,7.1947125536241945,113.93253120934727
male4,M,I,-37.45912551879883,17.701862335205078,50.01933670043945,1.7833333333333334,104.51247165532872,12.003703469403678,9.040294935845518,46.59440665165558,66.86585102158578,20.2714443699302,5.143829337059702,173.23080794210188
male4,M,O,-31.454856872558594,18.60375213623047,54.485679626464844,1.9166666666666667,58.01209372637953,20.491646750087433,11.655951615819976,46.63832654684532,67.44837367046006,20.810047123614737,4.805221666725763,174.64202894369524
male4,M,U,-33.33052062988281,18.350126266479492,53.75236892700195,1.6000000000000003,81.90476190476157,15.446810447152039,8.549218652892874,46.34414352811897,66.87597750034094,20.531833972221968,6.118611468429022,115.66923335731006
male5,M,A,-32.26866149902344,13.161698341369629,56.763999938964844,2.65,63.56009070294798,24.357798826805947,18.05456796489154,44.20347027454593,67.706220733498,23.50275045895207,5.103313145707161,122.65756537165231
male5,M,E,-33.058555603027344,13.530447959899902,56.25248718261719,2.4,68.32955404383979,23.988757102212432,9.462601123932469,46.053678769472455,67.44841535590874,21.39473658643628,7.769254917832896,77.83998213191528
male5,M,I,-36.92697525024414,8.443739891052246,47.75554275512695,2.4,74.58049886621315,25.99382547485912,11.69628000150733,44.496172915531126,67.45733209545283,22.9611591799217,4.761904761904763,168.1062657730275
male5,M,O,-32.68910217285156,11.30823040008545,55.152732849121094,2.5833333333333335,142.199546485261,19.24751654780833,9.046372915533636,46.474830978776005,67.91095267642163,21.436121697645625,5.012531328320803,218.75234670816468
male5,M,U,-36.20827865600586,10.402914047241211,50.915836334228516,3.1666666666666665,123.06122448979595,26.963836812301974,13.069794555944302,44.697652286320334,68.16570050717911,23.468048220858776,5.158730158730158,195.22411753263995
male6,M,A,-27.060466766357422,17.650049209594727,55.509307861328125,3.4166666666666665,119.18367346938771,28.25443494914603,9.559905210210257,47.38856274882649,67.65433746099097,20.265774712164486,5.642268187590886,59.05807754341499
male6,M,E,-27.91927719116211,16.43194007873535,54.61160659790039,3.35,104.54270597127788,21.49862872011201,5.550774348824586,48.055898920485554,67.83412139863908,19.77822247815353,4.936356293192338,53.551102583675814
male6,M,I,-27.404083251953125,18.877079010009766,53.162628173828125,3.1,109.56916099773274,17.86129827457499,8.214943353646616,47.89702576866398,68.65851090262646,20.76148513396248,5.7703081232493005,66.43927495040529
male6,M,O,-29.750844955444336,16.86821746826172,53.36369323730469,3.016666666666667,112.22222222222224,14.299308446751567,5.6780690042385755,47.57981183435717,68.24810975546403,20.668297921106856,7.690457690457689,70.48243658845834
male6,M,U,-30.080013275146484,17.170148849487305,54.12522506713867,3.116666666666666,90.9221466364321,13.908797716158201,5.6395233311183395,48.238573332886574,68.60499914927175,20.366425816385174,5.522292250233427,88.78468790500567
male7,M,A,-21.778339385986328,10.645487785339355,65.31356811523438,3.15,67.46031746031747,26.19697617568295,8.562813094917539,46.06397374823257,65.80619847723564,19.74222472900307,4.931284379502075,141.91262413362156
male7,M,E,-21.744335174560547,12.92715072631836,66.10392761230469,2.6500000000000004,125.7482993197278,18.656717593562668,14.181455282276803,45.87122085063963,66.98137386737852,21.11015301673889,4.979503898234549,155.86857081596705
male7,M,I,-30.09850311279297,8.623489379882812,51.1728401184082,3.216666666666667,124.8072562358277,16.78532239304342,17.141192601217583,46.48068673433718,68.00332264077315,21.522635906435966,6.739542707034966,154.81430387654333
male7,M,O,-23.23601531982422,13.178814888000488,64.79608917236328,2.533333333333333,117.55102040816315,27.417888853217015,15.255422591019897,46.88309632812512,67.30754133245951,20.424445004334387,5.312051727468629,190.29837008300169
male7,M,U,-31.93914031982422,9.386258125305176,58.04814529418945,2.933333333333333,92.57369614512473,19.09920089526975,13.2552188982802,46.430474099767416,67.6121556309593,21.181681531191877,5.175438596491229,217.5700494537757
male8,M,A,-27.81034278869629,16.12108612060547,63.021610260009766,2.8833333333333333,62.66061980347691,27.91310008814265,9.619663103306932,46.807968386433885,54.7868301069706,7.978861720536713,5.087719298245614,146.067992528927
male8,M,E,-28.56281089782715,14.881303787231445,54.372222900390625,2.8333333333333335,116.55328798185933,16.449441059434786,10.262434257367971,47.22699975704198,55.373508315348296,8.146508558306316,4.761904761904763,142.3133468489032
male8,M,I,-31.7548828125,13.716208457946777,52.582759857177734,2.6333333333333333,202.4792139077855,14.257664548512679,7.046481437909972,47.75987074088801,56.54389378883609,8.784023047948075,4.814735702893598,117.40849571894128
male8,M,O,-32.289588928222656,13.487785339355469,57.21296691894531,2.6,121.12622826908522,26.10549720409799,9.381562103245606,47.53644459820154,56.187105654978474,8.650661056776933,5.000000000000001,125.58486347469729
male8,M,U,-31.478567123413086,11.667876243591309,56.04801940917969,2.6,105.64625850340143,23.05072016514965,9.090599423281375,47.75946120491465,56.44974962543652,8.690288420521867,4.911527452511059,130.40681676166108
male9,M,A,-21.892417907714844,10.116874694824219,59.341854095458984,3.4000000000000004,245.3174603174601,24.33016408871871,13.405824064679573,58.88874600714417,66.20693292001253,7.318186912868363,5.432144020853701,80.80314806710618
male9,M,E,-33.34273910522461,8.524068832397461,46.74382019042969,2.35,181.67800453514727,36.141834353869484,11.162271888326543,58.62659094743442,66.75261022667748,8.126019279243053,5.175438596491229,117.26963190772251
male9,M,I,-33.33624267578125,8.618988990783691,49.044578552246094,2.283333333333333,122.58503401360544,23.122174258859353,11.66891742801659,58.62011936400135,66.79750667069034,8.177387306688992,5.19353940406572,93.59443572636341
male9,M,O,-26.7117977142334,11.103875160217285,59.05767822265625,2.433333333333333,207.67195767195753,27.127778179913662,14.484437259878359,59.30285920308303,66.55672537575923,7.253866172676197,5.304751617188761,116.35588102029692
male9,M,U,-30.49308967590332,9.414628028869629,50.465354919433594,2.5000000000000004,145.46485260770956,27.598647343262062,11.969436395252377,58.7928121537563,66.72094221476061,7.92813006100431,5.214752567693744,93.33169258201934
